"Source","Group","ID","PATSQL_solution","PATSQL_time"
"CUBES-spider","inn_1","0019","
SELECT
    max(maxoccupancy) 
FROM
    rooms 
WHERE
    bedtype = 'King'","16"
"CUBES-spider","inn_1","0018","
SELECT
    count(roomid) 
FROM
    rooms","2"
"PATSQL-StackOverflow","top_rated_posts","057","
SELECT
    T0.Name,
    T1.City,
    T0.Birthyear 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            City,
            min(Birthyear) AS min_Birthyear 
        FROM
            input0 
        GROUP BY
            City
    ) AS T1 
        ON T1.City = T0.City 
        AND T1.min_Birthyear = T0.Birthyear","31"
"PATSQL-StackOverflow","top_rated_posts","052","No solution found","TimeOut"
"PATSQL-StackOverflow","top_rated_posts","051","
SELECT
    T0.id,
    T1.category,
    T0.date 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            category,
            max(date) AS max_date 
        FROM
            input0 
        GROUP BY
            category
    ) AS T1 
        ON T1.category = T0.category 
        AND T1.max_date = T0.date 
ORDER BY
    T0.id ASC","2"
"PATSQL-StackOverflow","top_rated_posts","054","No solution found","TimeOut"
"CUBES-spider","film_rank","0009","
SELECT
    country 
FROM
    market","0"
"PATSQL-StackOverflow","top_rated_posts","053","No solution found","TimeOut"
"CUBES-spider","film_rank","0008","
SELECT
    country 
FROM
    market 
ORDER BY
    country ASC","0"
"CUBES-spider","film_rank","0007","
SELECT
    count(market_id) 
FROM
    market 
WHERE
    number_cities > 300","1"
"CUBES-spider","film_rank","0006","
SELECT
    max(number_cities),
    min(number_cities) 
FROM
    market","0"
"PATSQL-StackOverflow","top_rated_posts","050","No solution found","TimeOut"
"CUBES-spider","film_rank","0005","
SELECT
    type 
FROM
    film_market_estimation 
WHERE
    year = 1995","0"
"CUBES-spider","protein_institute","0005","No solution found","TimeOut"
"CUBES-spider","protein_institute","0006","
SELECT
    name 
FROM
    building 
WHERE
    height_feet > 200 
    AND floors > 20","0"
"CUBES-spider","protein_institute","0003","
SELECT
    min(name) 
FROM
    building 
WHERE
    height_feet > 1","1"
"CUBES-spider","protein_institute","0004","
SELECT
    avg(floors),
    max(floors),
    min(floors) 
FROM
    building","0"
"CUBES-spider","protein_institute","0001","
SELECT
    count(building_id) 
FROM
    building","0"
"CUBES-spider","protein_institute","0002","
SELECT
    name,
    street_address,
    floors 
FROM
    building 
ORDER BY
    floors ASC","0"
"CUBES-spider","inn_1","0020","
SELECT
    bedtype,
    count(roomid) 
FROM
    rooms 
GROUP BY
    bedtype 
ORDER BY
    bedtype ASC","5"
"CUBES-spider","inn_1","0022","No solution found","TimeOut"
"CUBES-spider","inn_1","0021","
SELECT
    min(roomname) 
FROM
    rooms 
WHERE
    beds > 1","3"
"CUBES-spider","inn_1","0024","
SELECT
    decor,
    count(roomid) 
FROM
    rooms 
WHERE
    bedtype = 'King' 
GROUP BY
    decor 
ORDER BY
    decor ASC","7"
"CUBES-spider","inn_1","0023","
SELECT
    roomname,
    bedtype 
FROM
    rooms 
WHERE
    decor = 'traditional'","0"
"CUBES-spider","inn_1","0026","
SELECT
    roomname 
FROM
    rooms","0"
"CUBES-spider","film_rank","0024","No solution found","TimeOut"
"CUBES-spider","inn_1","0025","
SELECT
    decor,
    avg(baseprice),
    min(baseprice) 
FROM
    rooms 
GROUP BY
    decor 
ORDER BY
    decor ASC","2"
"CUBES-spider","film_rank","0023","
SELECT
    T0.title 
FROM
    film AS T0 
JOIN
    film_market_estimation AS T1 
        ON T0.film_id = T1.estimation_id 
WHERE
    T0.film_id = 1","5"
"CUBES-spider","inn_1","0028","
SELECT
    roomname 
FROM
    rooms 
WHERE
    bedtype = 'King' 
    OR bedtype = 'Queen'","13"
"CUBES-spider","film_rank","0022","
SELECT
    studio 
FROM
    film 
WHERE
    film_id < 4500000 
GROUP BY
    studio 
ORDER BY
    studio ASC","1"
"CUBES-spider","inn_1","0027","
SELECT
    decor,
    count(roomid) 
FROM
    rooms 
WHERE
    baseprice > 120 
GROUP BY
    decor 
ORDER BY
    decor ASC","6"
"CUBES-spider","film_rank","0021","
SELECT
    studio 
FROM
    film 
GROUP BY
    studio 
HAVING
    max(director) <> 'Walter Hill' 
ORDER BY
    studio ASC","4"
"CUBES-spider","film_rank","0020","No solution found","TimeOut"
"CUBES-spider","inn_1","0029","
SELECT
    count(DISTINCT bedtype) 
FROM
    rooms","2"
"CUBES-spider","film_rank","0019","
SELECT
    studio 
FROM
    film 
WHERE
    director = 'Nicholas Meyer' 
    AND director <> 'Walter Hill'","0"
"CUBES-spider","film_rank","0018","No solution found","TimeOut"
"CUBES-spider","film_rank","0017","
SELECT
    studio 
FROM
    film 
GROUP BY
    studio 
HAVING
    count(film_id) = 2 
ORDER BY
    studio ASC","6"
"CUBES-spider","film_rank","0016","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0020","
SELECT
    address_line_1,
    address_line_2 
FROM
    customers 
WHERE
    email_address = 'vbogisich@example.org'","0"
"CUBES-spider","customer_complaints","0023","
SELECT
    min(state) 
FROM
    customers 
WHERE
    customer_id > 1","1"
"CUBES-spider","customer_complaints","0022","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0021","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0019","
SELECT
    count(DISTINCT complaint_type_code) 
FROM
    complaints","5"
"PATSQL-StackOverflow","dev_set","039A","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0017","
SELECT
    max(T0.count_customer_id) 
FROM
    (SELECT
        count(customer_id) AS count_customer_id 
    FROM
        customers 
    WHERE
        customer_id > 1 
    GROUP BY
        customer_type_code) AS T0","59"
"CUBES-spider","customer_complaints","0016","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0015","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0013","
SELECT
    avg(product_price),
    product_category_code 
FROM
    products 
GROUP BY
    product_category_code 
ORDER BY
    product_category_code ASC","0"
"CUBES-spider","customer_complaints","0011","
SELECT
    min(product_name),
    product_category_code 
FROM
    products 
GROUP BY
    product_category_code 
HAVING
    count(product_id) > 1","17"
"CUBES-spider","customer_complaints","0010","
SELECT
    product_description 
FROM
    products 
WHERE
    product_name = 'Chocolate'","0"
"CUBES-spider","customer_complaints","0009","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0008","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0007","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0006","
SELECT
    T1.product_name 
FROM
    customers AS T0 
JOIN
    products AS T1 
        ON T0.customer_id = T1.product_id 
JOIN
    complaints AS T2 
        ON T0.customer_id = T2.product_id 
WHERE
    T2.complaint_id = 1","15"
"CUBES-spider","customer_complaints","0005","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0004","No solution found","TimeOut"
"CUBES-spider","customer_complaints","0003","
SELECT
    min(email_address) 
FROM
    customers 
WHERE
    customer_type_code = 'Good Credit Rating' 
    AND customer_id > 1","1"
"CUBES-spider","customer_complaints","0002","
SELECT
    email_address,
    phone_number 
FROM
    customers 
ORDER BY
    email_address ASC","0"
"CUBES-spider","customer_complaints","0001","
SELECT
    count(customer_id) 
FROM
    customers","56"
"CUBES-spider","musical","0018","
SELECT
    T0.name 
FROM
    musical AS T0 
LEFT JOIN
    actor AS T1 
        ON T0.musical_id = T1.musical_id 
WHERE
    T1.actor_id IS NULL 
ORDER BY
    T0.name DESC","16"
"CUBES-spider","musical","0017","
SELECT
    nominee 
FROM
    musical 
WHERE
    musical_id < 2","0"
"CUBES-spider","musical","0019","
SELECT
    nominee 
FROM
    musical 
WHERE
    award = 'Tony Award' 
    OR award = 'Drama Desk Award' 
GROUP BY
    nominee 
ORDER BY
    nominee ASC","2"
"CUBES-spider","musical","0014","
SELECT
    nominee,
    count(musical_id) 
FROM
    musical 
GROUP BY
    nominee 
ORDER BY
    nominee ASC","5"
"CUBES-spider","musical","0013","
SELECT
    T0.name 
FROM
    musical AS T0 
JOIN
    actor AS T1 
        ON T0.musical_id = T1.actor_id 
        AND T0.musical_id = T1.musical_id 
WHERE
    T0.musical_id > 3","7"
"CUBES-spider","musical","0016","
SELECT
    result 
FROM
    musical 
WHERE
    musical_id = 1","0"
"CUBES-spider","musical","0015","
SELECT
    nominee 
FROM
    musical 
WHERE
    musical_id = 1","2"
"CUBES-spider","musical","0010","
SELECT
    T1.name 
FROM
    musical AS T0 
JOIN
    actor AS T1 
        ON T0.musical_id = T1.musical_id 
WHERE
    T0.name = 'The Phantom of the Opera' 
ORDER BY
    T1.name ASC","17"
"CUBES-spider","musical","0012","
SELECT
    max(T0.name),
    count(T0.musical_id) 
FROM
    musical AS T0 
JOIN
    actor AS T1 
        ON T0.musical_id = T1.musical_id 
GROUP BY
    T0.musical_id","26"
"CUBES-spider","musical","0011","
SELECT
    T1.name 
FROM
    musical AS T0 
JOIN
    actor AS T1 
        ON T0.musical_id = T1.musical_id","8"
"CUBES-spider","musical","0007","
SELECT
    name 
FROM
    musical 
WHERE
    nominee = 'Bob Fosse'","0"
"PATSQL-StackOverflow","top_rated_posts","009","
SELECT
    T1.username,
    T0.ip,
    T0.time_stamp 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            username,
            max(time_stamp) AS max_time_stamp 
        FROM
            input0 
        GROUP BY
            username
    ) AS T1 
        ON T1.username = T0.username 
        AND T1.max_time_stamp = T0.time_stamp 
ORDER BY
    T1.username ASC","2"
"CUBES-spider","musical","0006","
SELECT
    duration 
FROM
    actor 
WHERE
    actor_id = 1","0"
"PATSQL-StackOverflow","top_rated_posts","008","
SELECT
    max(T1.OrderNumber),
    max(T0.Quantity),
    max(T0.Description) 
FROM
    input1 AS T0 
JOIN
    input0 AS T1 
        ON T0.OrderID = T1.OrderID 
GROUP BY
    T0.OrderID 
ORDER BY
    max(T1.OrderNumber) DESC","1"
"CUBES-spider","musical","0009","
SELECT
    T1.name,
    T0.name 
FROM
    musical AS T0 
JOIN
    actor AS T1 
        ON T0.musical_id = T1.musical_id","1"
"CUBES-spider","musical","0008","
SELECT
    nominee 
FROM
    musical 
WHERE
    award = 'Tony Award' 
GROUP BY
    nominee 
ORDER BY
    nominee DESC","2"
"CUBES-spider","musical","0003","
SELECT
    character,
    duration 
FROM
    actor","4"
"PATSQL-StackOverflow","top_rated_posts","005","
SELECT
    T1.min_id,
    T1.customer,
    T0.total 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            customer,
            min(id) AS min_id 
        FROM
            input0 
        GROUP BY
            customer
    ) AS T1 
        ON T1.min_id = T0.id 
ORDER BY
    T1.customer ASC","4"
"CUBES-spider","musical","0002","
SELECT
    name 
FROM
    actor 
ORDER BY
    name ASC","0"
"PATSQL-StackOverflow","top_rated_posts","004","
SELECT
    T1.id,
    T1.max_rev,
    T0.content 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            id,
            max(rev) AS max_rev 
        FROM
            input0 
        GROUP BY
            id
    ) AS T1 
        ON T1.id = T0.id 
        AND T1.max_rev = T0.rev 
ORDER BY
    T1.id ASC","4"
"CUBES-spider","musical","0005","
SELECT
    character 
FROM
    actor","0"
"PATSQL-StackOverflow","top_rated_posts","007","
SELECT
    T0.id,
    T1.home,
    T0.datetime,
    T0.player,
    T0.resource 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            home,
            max(datetime) AS max_datetime 
        FROM
            input0 
        GROUP BY
            home
    ) AS T1 
        ON T1.home = T0.home 
        AND T1.max_datetime = T0.datetime 
ORDER BY
    T0.id ASC","5"
"CUBES-spider","musical","0004","
SELECT
    name 
FROM
    actor 
WHERE
    age <> 20","3"
"PATSQL-StackOverflow","top_rated_posts","006","
SELECT
    T1.max_Id,
    T1.Name,
    T0.Other_Columns 
FROM
    input0 AS T0 
JOIN
    (
        SELECT
            Name,
            max(Id) AS max_Id 
        FROM
            input0 
        GROUP BY
            Name
    ) AS T1 
        ON T1.max_Id = T0.Id 
ORDER BY
    T1.Name ASC","3"
"PATSQL-StackOverflow","top_rated_posts","001","
SELECT
    SubjectID,
    string_agg(StudentName, ', ') 
FROM
    input0 
GROUP BY
    SubjectID 
ORDER BY
    SubjectID ASC","0"
"CUBES-spider","musical","0001","
SELECT
    max(actor_id) 
FROM
    actor","2"
"PATSQL-StackOverflow","top_rated_posts","003","
SELECT
    string_agg(c, ', ') 
FROM
    input0","0"
"PATSQL-StackOverflow","top_rated_posts","002","No solution found","TimeOut"
"CUBES-spider","gymnast","0016","
SELECT
    T1.name 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id","10"
"CUBES-spider","gymnast","0017","No solution found","TimeOut"
"CUBES-spider","gymnast","0018","
SELECT
    max(hometown) 
FROM
    people 
WHERE
    people_id < 23 
    AND people_id < 20","2"
"CUBES-spider","gymnast","0019","
SELECT
    count(DISTINCT age) 
FROM
    people","1"
"CUBES-spider","gymnast","0010","No solution found","TimeOut"
"CUBES-spider","gymnast","0011","
SELECT
    avg(T1.age) 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id","5"
"CUBES-spider","gymnast","0012","
SELECT
    min(T1.hometown) 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id 
WHERE
    T0.total_points > 57.5 
GROUP BY
    T0.vault_points 
ORDER BY
    min(T1.hometown) DESC","17"
"CUBES-spider","gymnast","0013","
SELECT
    T1.hometown,
    count(T0.gymnast_id) 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id 
GROUP BY
    T1.hometown 
ORDER BY
    T1.hometown ASC","22"
"CUBES-spider","gymnast","0014","
SELECT
    T1.hometown 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id 
WHERE
    T0.gymnast_id = 1","1"
"CUBES-spider","gymnast","0015","
SELECT
    T1.hometown 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id 
WHERE
    T0.gymnast_id < 2","2"
"CUBES-spider","gymnast","0020","
SELECT
    T1.age 
FROM
    gymnast AS T0 
JOIN
    people AS T1 
        ON T0.gymnast_id = T1.people_id","1"
"CUBES-spider","musical","0020","
SELECT
    nominee 
FROM
    musical 
WHERE
    award = 'Tony Award' 
    AND (
        nominee = 'Cleavant Derricks' 
        OR award = 'Tony Award'
    )","0"
"CUBES-spider","small_bank_1","0005","
SELECT
    min(custid) 
FROM
    savings","0"
"CUBES-spider","small_bank_1","0004","
SELECT
    avg(balance) 
FROM
    checking","0"
"CUBES-spider","small_bank_1","0003","
SELECT
    sum(balance) 
FROM
    checking","0"
"CUBES-spider","small_bank_1","0002","
SELECT
    max(custid) 
FROM
    accounts","0"
"CUBES-spider","small_bank_1","0009","No solution found","TimeOut"
"CUBES-spider","small_bank_1","0008","
SELECT
    T2.balance,
    T1.balance 
FROM
    accounts AS T0 
JOIN
    savings AS T1 
        ON T0.custid = T1.custid 
JOIN
    checking AS T2 
        ON T0.custid = T2.custid 
WHERE
    T0.name = 'Brown'","4"
"CUBES-spider","small_bank_1","0007","No solution found","TimeOut"
"CUBES-spider","small_bank_1","0006","
SELECT
    T0.custid,
    T0.name 
FROM
    accounts AS T0 
JOIN
    accounts AS T1 
        ON T0.custid = T1.custid 
JOIN
    (
        SELECT
            max(custid) AS max_custid,
            min(custid) AS min_custid 
        FROM
            checking 
        GROUP BY
            balance
    ) AS T2 
        ON T0.custid = T2.max_custid 
        AND T0.custid = T2.min_custid 
ORDER BY
    T0.custid ASC","53"
"CUBES-spider","small_bank_1","0001","
SELECT
    sum(T1.balance) 
FROM
    accounts AS T0 
JOIN
    savings AS T1 
        ON T0.custid = T1.custid 
WHERE
    T0.name <> 'Brown'","9"
"CUBES-spider","driving_school","0021","No solution found","TimeOut"
"CUBES-spider","theme_gallery","0010","No solution found","TimeOut"
"CUBES-spider","driving_school","0020","
SELECT
    email_address,
    date_of_birth 
FROM
    customers 
WHERE
    first_name = 'Carole'","23"
"CUBES-spider","theme_gallery","0011","
SELECT
    T0.name,
    T0.country 
FROM
    artist AS T0 
JOIN
    exhibition AS T1 
        ON T0.artist_id = T1.exhibition_id 
WHERE
    T0.artist_id = 1","2"
"CUBES-spider","theme_gallery","0012","
SELECT
    T0.name 
FROM
    artist AS T0 
LEFT JOIN
    exhibition AS T1 
        ON T0.artist_id = T1.artist_id 
WHERE
    T1.exhibition_id IS NULL 
ORDER BY
    T0.name DESC","9"
"CUBES-spider","theme_gallery","0013","
SELECT
    T2.theme,
    T1.name 
FROM
    artist AS T0 
JOIN
    artist AS T1 
        ON T0.age = T1.age 
JOIN
    exhibition AS T2 
        ON T0.artist_id = T2.exhibition_id 
        AND T1.artist_id = T2.artist_id","51"
"CUBES-spider","driving_school","0025","
SELECT
    max(customer_id) 
FROM
    customers","3"
"CUBES-spider","theme_gallery","0014","
SELECT
    avg(ticket_price),
    min(ticket_price),
    max(ticket_price) 
FROM
    exhibition 
WHERE
    year < 2009","1"
"CUBES-spider","driving_school","0024","
SELECT
    date_became_customer 
FROM
    customers 
WHERE
    first_name = 'Carole' 
    AND last_name = 'Bernhard'","0"
"CUBES-spider","theme_gallery","0015","
SELECT
    theme,
    year 
FROM
    exhibition","0"
"CUBES-spider","driving_school","0023","
SELECT
    date_of_birth 
FROM
    customers 
WHERE
    customer_status_code = 'Good Customer'","0"
"CUBES-spider","theme_gallery","0016","
SELECT
    T0.theme,
    T1.date,
    T1.attendance 
FROM
    exhibition AS T0 
JOIN
    exhibition_record AS T1 
        ON T0.exhibition_id = T1.exhibition_id 
WHERE
    T0.year = 2004 
ORDER BY
    T1.date ASC","3"
"CUBES-spider","driving_school","0022","
SELECT
    customer_status_code,
    cell_mobile_phone_number,
    email_address 
FROM
    customers 
WHERE
    first_name = 'Marina' 
    OR last_name = 'Kohler' 
ORDER BY
    customer_status_code ASC","1"
"CUBES-spider","theme_gallery","0017","
SELECT
    T0.name 
FROM
    artist AS T0 
LEFT JOIN
    exhibition AS T1 
        ON T0.artist_id = T1.exhibition_id 
WHERE
    T1.year > 2004 
    OR T1.exhibition_id IS NULL 
ORDER BY
    T0.name ASC","3"
"CUBES-spider","driving_school","0029","
SELECT
    max(amount_outstanding),
    min(amount_outstanding),
    avg(amount_outstanding) 
FROM
    customers","1"
"CUBES-spider","driving_school","0028","
SELECT
    T0.customer_address_id 
FROM
    customers AS T0 
JOIN
    lessons AS T1 
        ON T0.customer_id = T1.lesson_id 
WHERE
    T0.first_name = 'Rylan' 
    AND T0.last_name = 'Goodwin' 
    AND T1.lesson_status_code <> 'Completed'","53"
"CUBES-spider","theme_gallery","0019","
SELECT
    count(T0.exhibition_id) 
FROM
    exhibition AS T0 
JOIN
    exhibition_record AS T1 
        ON T0.exhibition_id = T1.exhibition_id 
WHERE
    T0.exhibition_id < 100 
    AND T0.exhibition_id < 10","15"
"CUBES-spider","driving_school","0027","
SELECT
    max(customer_status_code) 
FROM
    customers 
WHERE
    customer_id > 1","39"
"CUBES-spider","driving_school","0026","
SELECT
    customer_status_code,
    count(customer_id) 
FROM
    customers 
GROUP BY
    customer_status_code 
ORDER BY
    customer_status_code ASC","9"
"CUBES-spider","college_2","0084","No solution found","TimeOut"
"CUBES-spider","college_2","0082","
SELECT
    dept_name,
    avg(salary) 
FROM
    instructor 
GROUP BY
    dept_name 
HAVING
    count(id) < 42000 
ORDER BY
    dept_name ASC","7"
"CUBES-spider","college_2","0083","No solution found","TimeOut"
"CUBES-spider","college_2","0080","No solution found","TimeOut"
"CUBES-spider","college_2","0081","No solution found","TimeOut"
"CUBES-spider","small_bank_1","0016","
SELECT
    T1.balance,
    T0.name 
FROM
    accounts AS T0 
JOIN
    savings AS T1 
        ON T0.custid = T1.custid 
ORDER BY
    T0.name ASC","0"
"CUBES-spider","small_bank_1","0015","
SELECT
    count(DISTINCT T0.custid),
    max(T0.name) 
FROM
    accounts AS T0 
LEFT JOIN
    (
        SELECT
            count(custid) AS count_custid 
        FROM
            checking 
        GROUP BY
            balance
    ) AS T1 
        ON T0.custid = T1.count_custid 
GROUP BY
    T0.custid 
ORDER BY
    max(T0.name) ASC","51"
"CUBES-spider","small_bank_1","0018","
SELECT
    T1.balance 
FROM
    accounts AS T0 
JOIN
    savings AS T1 
        ON T0.custid = T1.custid 
JOIN
    checking AS T2 
        ON T0.custid = T2.custid 
WHERE
    T0.custid = 1","5"
"CUBES-spider","small_bank_1","0017","No solution found","TimeOut"
"CUBES-spider","driving_school","0032","
SELECT
    T0.country 
FROM
    addresses AS T0 
JOIN
    customers AS T1 
        ON T0.address_id = T1.customer_id 
WHERE
    T1.first_name = 'Carole' 
    AND T1.last_name = 'Bernhard'","12"
"CUBES-spider","small_bank_1","0011","
SELECT
    name 
FROM
    accounts 
ORDER BY
    name ASC","0"
"CUBES-spider","driving_school","0031","
SELECT
    T1.first_name,
    T1.last_name 
FROM
    addresses AS T0 
JOIN
    customers AS T1 
        ON T0.address_id = T1.customer_address_id 
WHERE
    T0.city = 'Lockmanfurt'","8"
"CUBES-spider","small_bank_1","0010","No solution found","TimeOut"
"CUBES-spider","driving_school","0030","No solution found","TimeOut"
"CUBES-spider","theme_gallery","0001","
SELECT
    max(artist_id) 
FROM
    artist","0"
"CUBES-spider","theme_gallery","0002","
SELECT
    name,
    age,
    country 
FROM
    artist","0"
"CUBES-spider","driving_school","0036","No solution found","TimeOut"
"CUBES-spider","theme_gallery","0003","
SELECT
    country 
FROM
    artist 
GROUP BY
    country 
ORDER BY
    country ASC","0"
"CUBES-spider","driving_school","0035","
SELECT
    T1.amount_payment 
FROM
    customers AS T0 
JOIN
    customer_payments AS T1 
        ON T0.customer_id = T1.customer_id 
WHERE
    T0.first_name = 'Carole' 
    AND T0.last_name = 'Bernhard'","46"
"CUBES-spider","theme_gallery","0004","
SELECT
    name,
    year_join 
FROM
    artist 
WHERE
    country <> 'United States' 
ORDER BY
    name DESC","0"
"CUBES-spider","driving_school","0034","No solution found","TimeOut"
"CUBES-spider","theme_gallery","0005","
SELECT
    count(DISTINCT country) 
FROM
    artist 
WHERE
    artist_id < 46 
    AND artist_id < 1990","4"
"CUBES-spider","driving_school","0033","
SELECT
    T0.zip_postcode 
FROM
    addresses AS T0 
JOIN
    customers AS T1 
        ON T0.address_id = T1.customer_address_id 
WHERE
    T1.first_name = 'Carole' 
    AND T1.last_name = 'Bernhard'","23"
"CUBES-spider","theme_gallery","0006","
SELECT
    avg(age),
    min(age) 
FROM
    artist 
WHERE
    country = 'United States'","1"
"CUBES-spider","theme_gallery","0007","
SELECT
    name 
FROM
    artist 
WHERE
    artist_id = 1","0"
"CUBES-spider","driving_school","0039","
SELECT
    count(lesson_id) 
FROM
    lessons 
WHERE
    lesson_status_code = 'Cancelled'","7"
"CUBES-spider","theme_gallery","0008","
SELECT
    count(DISTINCT artist_id) 
FROM
    exhibition 
WHERE
    exhibition_id < 2005","2"
"CUBES-spider","driving_school","0038","
SELECT
    payment_method_code,
    count(customer_id) 
FROM
    customer_payments 
GROUP BY
    payment_method_code 
ORDER BY
    payment_method_code ASC","1"
"CUBES-spider","theme_gallery","0009","No solution found","TimeOut"
"CUBES-spider","driving_school","0037","No solution found","TimeOut"
"CUBES-spider","driving_school","0009","
SELECT
    nickname 
FROM
    staff 
WHERE
    first_name = 'Janessa' 
    AND last_name = 'Sawayn'","1"
"CUBES-spider","driving_school","0008","
SELECT
    count(staff_id) 
FROM
    staff 
WHERE
    first_name = 'Ludie'","4"
"CUBES-spider","driving_school","0003","
SELECT
    vehicle_details 
FROM
    vehicles 
WHERE
    vehicle_id = 1","0"
"CUBES-spider","driving_school","0002","
SELECT
    max(vehicle_id) 
FROM
    vehicles","0"
"CUBES-spider","driving_school","0001","
SELECT
    vehicle_id 
FROM
    vehicles 
ORDER BY
    vehicle_id ASC","40"
"CUBES-spider","driving_school","0007","
SELECT
    date_left_staff 
FROM
    staff 
WHERE
    first_name = 'Janessa' 
    AND last_name = 'Sawayn'","0"
"CUBES-spider","driving_school","0006","
SELECT
    date_joined_staff 
FROM
    staff 
WHERE
    first_name = 'Janessa' 
    AND last_name = 'Sawayn'","0"
"CUBES-spider","driving_school","0005","
SELECT
    date_of_birth 
FROM
    staff 
WHERE
    first_name = 'Janessa' 
    AND last_name = 'Sawayn'","0"
"CUBES-spider","driving_school","0004","
SELECT
    first_name,
    middle_name,
    last_name 
FROM
    staff","0"
"CUBES-spider","driving_school","0019","
SELECT
    first_name,
    last_name 
FROM
    customers","0"
"CUBES-spider","theme_gallery","0020","No solution found","TimeOut"
"CUBES-spider","driving_school","0010","
SELECT
    max(staff_id) 
FROM
    staff","2"
"CUBES-spider","driving_school","0014","
SELECT
    T0.zip_postcode 
FROM
    addresses AS T0 
JOIN
    staff AS T1 
        ON T0.address_id = T1.staff_address_id 
WHERE
    T1.first_name = 'Janessa' 
    AND T1.last_name = 'Sawayn'","19"
"CUBES-spider","driving_school","0013","No solution found","TimeOut"
"CUBES-spider","driving_school","0012","
SELECT
    T0.country,
    T0.state_province_county 
FROM
    addresses AS T0 
JOIN
    staff AS T1 
        ON T0.address_id = T1.staff_address_id 
WHERE
    T1.first_name = 'Janessa' 
    AND T1.last_name = 'Sawayn'","8"
"CUBES-spider","driving_school","0011","
SELECT
    T0.city 
FROM
    addresses AS T0 
JOIN
    staff AS T1 
        ON T0.address_id = T1.staff_address_id 
WHERE
    T1.first_name = 'Janessa' 
    AND T1.last_name = 'Sawayn'","8"
"CUBES-spider","driving_school","0018","No solution found","TimeOut"
"CUBES-spider","driving_school","0017","No solution found","TimeOut"
"CUBES-spider","driving_school","0016","
SELECT
    T1.first_name,
    T1.last_name 
FROM
    addresses AS T0 
JOIN
    staff AS T1 
        ON T0.address_id = T1.staff_address_id 
WHERE
    T0.city = 'Damianfort' 
ORDER BY
    T1.first_name ASC","14"
"CUBES-spider","driving_school","0015","
SELECT
    count(address_id) 
FROM
    addresses 
WHERE
    state_province_county = 'Georgia'","33"
"CUBES-spider","aircraft","0001","
SELECT
    max(aircraft_id) 
FROM
    aircraft","1"
"CUBES-spider","city_record","0020","
SELECT
    min(T0.gdp),
    min(T0.regional_population) 
FROM
    city AS T0 
JOIN
    hosting_city AS T1 
        ON T0.city_id = T1.match_id 
GROUP BY
    T1.host_city 
HAVING
    count(T0.city_id) > 1","58"
"CUBES-spider","aircraft","0005","No solution found","TimeOut"
"CUBES-spider","aircraft","0004","
SELECT
    international_passengers,
    domestic_passengers 
FROM
    airport 
WHERE
    airport_name = 'London Heathrow'","0"
"CUBES-spider","aircraft","0003","
SELECT
    avg(international_passengers) 
FROM
    airport","0"
"CUBES-spider","aircraft","0002","
SELECT
    description 
FROM
    aircraft","0"
"CUBES-spider","aircraft","0009","
SELECT
    name 
FROM
    pilot 
WHERE
    age <= 30 
ORDER BY
    name DESC","0"
"CUBES-spider","aircraft","0008","
SELECT
    name 
FROM
    pilot 
ORDER BY
    name ASC","0"
"CUBES-spider","aircraft","0007","
SELECT
    name 
FROM
    pilot 
WHERE
    age >= 25","0"
"CUBES-spider","aircraft","0006","
SELECT
    max(transit_passengers),
    min(transit_passengers) 
FROM
    airport","0"
"CUBES-spider","aircraft","0012","
SELECT
    T1.total_passengers 
FROM
    aircraft AS T0 
JOIN
    airport AS T1 
        ON T0.aircraft_id = T1.airport_id 
JOIN
    airport_aircraft AS T2 
        ON T0.aircraft_id = T2.airport_id 
WHERE
    T0.aircraft <> 'Robinson R-22'","6"
